oid,collection_dt,longitude,latitude,address
46101334,20210814162949287,126.597019,33.488998,"카페봄봄, 524, 번영로, 봉개동, 제주시, 제주특별자치도, 63327, 대한민국"
461000ec,20210814162949318,126.492055,33.495891,"다호길, 도두이동, 제주시, 제주특별자치도, 63115, 대한민국"
461002e3,20210814162949615,126.804219,33.376351,"번영로, 하천리, 서귀포시, 제주특별자치도, 63635, 대한민국"
46101895,20210814162949662,126.367603,33.27939,"중산간서로, 상창리, 서귀포시, 제주특별자치도, 63537, 대한민국"
46100734,20210814162949725,126.411326,33.250393,"올레길 8코스(월평-대평 올레), 색달동, 소기왓, 대평리, 서귀포시, 제주특별자치도, 63538, 대한민국"
46101369,20210814162949928,126.345206,33.301115,"한창로, 동광리, 서귀포시, 제주특별자치도, 63522, 대한민국"
46101369,20210814162949928,126.345206,33.301115,"한창로, 동광리, 서귀포시, 제주특별자치도, 63522, 대한민국"
461012cf,20210814162949975,126.492327,33.234709,"이어도로, 법환동, 서귀포시, 제주특별자치도, 63573, 대한민국"
461004d9,20210814162950100,126.337914,33.453015,"애상로, 애월리, 제주시, 제주특별자치도, 63044, 대한민국"
461002d5,20210814162950194,126.483352,33.474282,"1100로, 노형동, 제주시, 제주특별자치도, 63087, 대한민국"
461002db,20210814162950225,126.353079,33.35495,"월각로, 제주시, 제주특별자치도, 63038, 대한민국"
461006da,20210814162950225,126.203166,33.366758,"일주서로, 금등리, 제주시, 제주특별자치도, 63002, 대한민국"
46100283,20210814162950256,126.663066,33.469799,"번영로, 제주시, 제주특별자치도, 63343, 대한민국"
46100283,20210814162950256,126.663066,33.469799,"번영로, 제주시, 제주특별자치도, 63343, 대한민국"
46101334,20210814162950319,126.59704,33.488985,"카페봄봄, 524, 번영로, 봉개동, 제주시, 제주특별자치도, 63327, 대한민국"
46101334,20210814162950334,126.59704,33.488985,"카페봄봄, 524, 번영로, 봉개동, 제주시, 제주특별자치도, 63327, 대한민국"
461000ec,20210814162950350,126.492055,33.495891,"다호길, 도두이동, 제주시, 제주특별자치도, 63115, 대한민국"
461002e3,20210814162950616,126.80409,33.376445,"번영로, 하천리, 서귀포시, 제주특별자치도, 63635, 대한민국"
46101895,20210814162950678,126.367402,33.279418,"중산간서로, 상창리, 서귀포시, 제주특별자치도, 63537, 대한민국"
46100734,20210814162950756,126.411234,33.250374,"올레길 8코스(월평-대평 올레), 색달동, 소기왓, 대평리, 서귀포시, 제주특별자치도, 63538, 대한민국"
46100734,20210814162950788,126.411234,33.250374,"올레길 8코스(월평-대평 올레), 색달동, 소기왓, 대평리, 서귀포시, 제주특별자치도, 63538, 대한민국"
46101369,20210814162950944,126.345328,33.300902,"한창로, 동광리, 서귀포시, 제주특별자치도, 63522, 대한민국"
46101369,20210814162950960,126.345328,33.300902,"한창로, 동광리, 서귀포시, 제주특별자치도, 63522, 대한민국"
461012cf,20210814162950991,126.492201,33.234658,"이어도로, 법환동, 서귀포시, 제주특별자치도, 63573, 대한민국"
461002d5,20210814162951210,126.483352,33.474282,"1100로, 노형동, 제주시, 제주특별자치도, 63087, 대한민국"
461002db,20210814162951241,126.353219,33.354863,"월각로, 제주시, 제주특별자치도, 63038, 대한민국"
461006da,20210814162951257,126.203278,33.366836,"일주서로, 금등리, 제주시, 제주특별자치도, 63002, 대한민국"
46100283,20210814162951272,126.663273,33.469807,"번영로, 제주시, 제주특별자치도, 63343, 대한민국"
46101334,20210814162951319,126.597049,33.488979,"카페봄봄, 524, 번영로, 봉개동, 제주시, 제주특별자치도, 63327, 대한민국"
46101334,20210814162951335,126.597049,33.488979,"카페봄봄, 524, 번영로, 봉개동, 제주시, 제주특별자치도, 63327, 대한민국"
461000ec,20210814162951382,126.492055,33.495891,"다호길, 도두이동, 제주시, 제주특별자치도, 63115, 대한민국"
461002e3,20210814162951647,126.803975,33.376531,"번영로, 하천리, 서귀포시, 제주특별자치도, 63635, 대한민국"
46101895,20210814162951710,126.367199,33.279448,"중산간서로, 상창리, 서귀포시, 제주특별자치도, 63537, 대한민국"
46100734,20210814162951757,126.41114,33.250362,"올레길 8코스(월평-대평 올레), 색달동, 소기왓, 대평리, 서귀포시, 제주특별자치도, 63538, 대한민국"
46100734,20210814162951819,126.41114,33.250362,"올레길 8코스(월평-대평 올레), 색달동, 소기왓, 대평리, 서귀포시, 제주특별자치도, 63538, 대한민국"
46100498,20210814162951944,126.3067948,33.4507523,"곽지리, 제주시, 제주특별자치도, 63034, 대한민국"
46101369,20210814162951960,126.345442,33.300703,"한창로, 동광리, 서귀포시, 제주특별자치도, 63522, 대한민국"
46101369,20210814162951975,126.345442,33.300703,"한창로, 동광리, 서귀포시, 제주특별자치도, 63522, 대한민국"
461012cf,20210814162952007,126.492101,33.234636,"이어도로, 법환동, 서귀포시, 제주특별자치도, 63573, 대한민국"
461002d5,20210814162952241,126.483352,33.474281,"1100로, 노형동, 제주시, 제주특별자치도, 63087, 대한민국"
461002db,20210814162952257,126.353372,33.354765,"월각로, 제주시, 제주특별자치도, 63038, 대한민국"
461006da,20210814162952257,126.203402,33.366922,"일주서로, 금등리, 제주시, 제주특별자치도, 63002, 대한민국"
46100283,20210814162952288,126.663439,33.469813,"번영로, 제주시, 제주특별자치도, 63343, 대한민국"
46101334,20210814162952335,126.597052,33.488978,"카페봄봄, 524, 번영로, 봉개동, 제주시, 제주특별자치도, 63327, 대한민국"
46101334,20210814162952366,126.597052,33.488978,"카페봄봄, 524, 번영로, 봉개동, 제주시, 제주특별자치도, 63327, 대한민국"
461000ec,20210814162952397,126.492055,33.495891,"다호길, 도두이동, 제주시, 제주특별자치도, 63115, 대한민국"
461002e3,20210814162952648,126.803864,33.376614,"번영로, 하천리, 서귀포시, 제주특별자치도, 63635, 대한민국"
46101895,20210814162952726,126.367001,33.279476,"중산간서로, 상창리, 서귀포시, 제주특별자치도, 63537, 대한민국"
46100734,20210814162952773,126.411051,33.250355,"세븐일레븐 서귀포중문롯데점, 29-5, 중문관광로72번길, 서귀포시, 제주특별자치도, 63535, 대한민국"
46100734,20210814162952851,126.411051,33.250355,"세븐일레븐 서귀포중문롯데점, 29-5, 중문관광로72번길, 서귀포시, 제주특별자치도, 63535, 대한민국"
46101369,20210814162952991,126.345551,33.30052,"한창로, 동광리, 서귀포시, 제주특별자치도, 63522, 대한민국"
461012cf,20210814162953023,126.491976,33.234621,"이어도로, 법환동, 서귀포시, 제주특별자치도, 63573, 대한민국"
46101369,20210814162953101,126.345551,33.30052,"한창로, 동광리, 서귀포시, 제주특별자치도, 63522, 대한민국"
461002d5,20210814162953257,126.483352,33.474281,"1100로, 노형동, 제주시, 제주특별자치도, 63087, 대한민국"
461002db,20210814162953273,126.353508,33.354676,"월각로, 제주시, 제주특별자치도, 63038, 대한민국"
461006da,20210814162953273,126.203504,33.366992,"일주서로, 금등리, 제주시, 제주특별자치도, 63002, 대한민국"
46100283,20210814162953320,126.663658,33.46982,"번영로, 제주시, 제주특별자치도, 63343, 대한민국"
46101334,20210814162953367,126.597052,33.488979,"카페봄봄, 524, 번영로, 봉개동, 제주시, 제주특별자치도, 63327, 대한민국"
46101334,20210814162953367,126.597052,33.488979,"카페봄봄, 524, 번영로, 봉개동, 제주시, 제주특별자치도, 63327, 대한민국"
461000ec,20210814162953413,126.492055,33.49589,"다호길, 도두이동, 제주시, 제주특별자치도, 63115, 대한민국"
461002e3,20210814162953663,126.803754,33.376695,"번영로, 하천리, 서귀포시, 제주특별자치도, 63635, 대한민국"
46100734,20210814162953789,126.410971,33.250351,"세븐일레븐 서귀포중문롯데점, 29-5, 중문관광로72번길, 서귀포시, 제주특별자치도, 63535, 대한민국"
46100734,20210814162953882,126.410971,33.250351,"세븐일레븐 서귀포중문롯데점, 29-5, 중문관광로72번길, 서귀포시, 제주특별자치도, 63535, 대한민국"
46101369,20210814162953992,126.345661,33.300348,"한창로, 동광리, 서귀포시, 제주특별자치도, 63522, 대한민국"
461012cf,20210814162954039,126.491871,33.234613,"이어도로, 법환동, 서귀포시, 제주특별자치도, 63573, 대한민국"
46101369,20210814162954101,126.345661,33.300348,"한창로, 동광리, 서귀포시, 제주특별자치도, 63522, 대한민국"
461002d5,20210814162954289,126.483349,33.474278,"1100로, 노형동, 제주시, 제주특별자치도, 63087, 대한민국"
461002db,20210814162954289,126.35364,33.354588,"월각로, 제주시, 제주특별자치도, 63038, 대한민국"
461006da,20210814162954289,126.203629,33.367078,"일주서로, 금등리, 제주시, 제주특별자치도, 63002, 대한민국"
46100283,20210814162954351,126.663841,33.469826,"번영로, 제주시, 제주특별자치도, 63343, 대한민국"
46101334,20210814162954382,126.597053,33.488979,"카페봄봄, 524, 번영로, 봉개동, 제주시, 제주특별자치도, 63327, 대한민국"
46101334,20210814162954398,126.597053,33.488979,"카페봄봄, 524, 번영로, 봉개동, 제주시, 제주특별자치도, 63327, 대한민국"
461000ec,20210814162954445,126.492055,33.49589,"다호길, 도두이동, 제주시, 제주특별자치도, 63115, 대한민국"
461002e3,20210814162954695,126.803648,33.376774,"번영로, 하천리, 서귀포시, 제주특별자치도, 63635, 대한민국"
46100734,20210814162954820,126.410895,33.250348,"세븐일레븐 서귀포중문롯데점, 29-5, 중문관광로72번길, 서귀포시, 제주특별자치도, 63535, 대한민국"
46101369,20210814162955008,126.345776,33.300169,"한창로, 동광리, 서귀포시, 제주특별자치도, 63522, 대한민국"
461012cf,20210814162955055,126.491745,33.234602,"이어도로, 법환동, 서귀포시, 제주특별자치도, 63573, 대한민국"
46101369,20210814162955101,126.345776,33.300169,"한창로, 동광리, 서귀포시, 제주특별자치도, 63522, 대한민국"
461002d5,20210814162955289,126.483343,33.474275,"1100로, 노형동, 제주시, 제주특별자치도, 63087, 대한민국"
461002db,20210814162955320,126.353772,33.354501,"월각로, 제주시, 제주특별자치도, 63038, 대한민국"
461006da,20210814162955320,126.203755,33.367165,"일주서로, 금등리, 제주시, 제주특별자치도, 63002, 대한민국"
46100283,20210814162955367,126.664027,33.469832,"번영로, 제주시, 제주특별자치도, 63343, 대한민국"
46100283,20210814162955367,126.664027,33.469832,"번영로, 제주시, 제주특별자치도, 63343, 대한민국"
46101334,20210814162955398,126.597054,33.48898,"카페봄봄, 524, 번영로, 봉개동, 제주시, 제주특별자치도, 63327, 대한민국"
46101334,20210814162955414,126.597054,33.48898,"카페봄봄, 524, 번영로, 봉개동, 제주시, 제주특별자치도, 63327, 대한민국"
461000ec,20210814162955445,126.492056,33.49589,"다호길, 도두이동, 제주시, 제주특별자치도, 63115, 대한민국"
46101198,20210814162955570,180.0000001,90.0000001,
461002e3,20210814162955711,126.803543,33.376853,"번영로, 하천리, 서귀포시, 제주특별자치도, 63635, 대한민국"
46100734,20210814162955820,126.410844,33.250345,"세븐일레븐 서귀포중문롯데점, 29-5, 중문관광로72번길, 서귀포시, 제주특별자치도, 63535, 대한민국"
46101369,20210814162956039,126.345874,33.300023,"한창로, 동광리, 서귀포시, 제주특별자치도, 63522, 대한민국"
461012cf,20210814162956070,126.491643,33.234594,"이어도로, 법환동, 서귀포시, 제주특별자치도, 63573, 대한민국"
46101369,20210814162956102,126.345874,33.300023,"한창로, 동광리, 서귀포시, 제주특별자치도, 63522, 대한민국"
461002d5,20210814162956305,126.48334,33.474272,"1100로, 노형동, 제주시, 제주특별자치도, 63087, 대한민국"
461002db,20210814162956321,126.353901,33.354411,"월각로, 제주시, 제주특별자치도, 63038, 대한민국"
461006da,20210814162956321,126.203858,33.367236,"일주서로, 금등리, 제주시, 제주특별자치도, 63002, 대한민국"
46100283,20210814162956383,126.664216,33.46984,"번영로, 제주시, 제주특별자치도, 63343, 대한민국"
46100283,20210814162956383,126.664216,33.46984,"번영로, 제주시, 제주특별자치도, 63343, 대한민국"
46101334,20210814162956430,126.597055,33.48898,"카페봄봄, 524, 번영로, 봉개동, 제주시, 제주특별자치도, 63327, 대한민국"
461000ec,20210814162956477,126.492056,33.49589,"다호길, 도두이동, 제주시, 제주특별자치도, 63115, 대한민국"
461002e3,20210814162956727,126.803429,33.376936,"번영로, 하천리, 서귀포시, 제주특별자치도, 63635, 대한민국"
46100734,20210814162956852,126.410809,33.250341,"세븐일레븐 서귀포중문롯데점, 29-5, 중문관광로72번길, 서귀포시, 제주특별자치도, 63535, 대한민국"
46101369,20210814162957055,126.345966,33.299892,"한창로, 동광리, 서귀포시, 제주특별자치도, 63522, 대한민국"
461012cf,20210814162957086,126.491521,33.234582,"제주곰집, 703-4, 이어도로, 서귀포시, 제주특별자치도, 63563, 대한민국"
461002d5,20210814162957321,126.483337,33.47427,"1100로, 노형동, 제주시, 제주특별자치도, 63087, 대한민국"
461006da,20210814162957336,126.203982,33.367322,"일주서로, 금등리, 제주시, 제주특별자치도, 63002, 대한민국"
461002db,20210814162957352,126.354026,33.354317,"월각로, 제주시, 제주특별자치도, 63038, 대한민국"
46100283,20210814162957399,126.664407,33.469849,"번영로, 제주시, 제주특별자치도, 63343, 대한민국"
46100283,20210814162957415,126.664407,33.469849,"번영로, 제주시, 제주특별자치도, 63343, 대한민국"
46101334,20210814162957446,126.597056,33.48898,"카페봄봄, 524, 번영로, 봉개동, 제주시, 제주특별자치도, 63327, 대한민국"
461000ec,20210814162957493,126.492056,33.495889,"다호길, 도두이동, 제주시, 제주특별자치도, 63115, 대한민국"
46101334,20210814162957508,126.597056,33.48898,"카페봄봄, 524, 번영로, 봉개동, 제주시, 제주특별자치도, 63327, 대한민국"
461002e3,20210814162957743,126.803338,33.377002,"번영로, 하천리, 서귀포시, 제주특별자치도, 63635, 대한민국"
46100734,20210814162957868,126.410786,33.250337,"세븐일레븐 서귀포중문롯데점, 29-5, 중문관광로72번길, 서귀포시, 제주특별자치도, 63535, 대한민국"
46100734,20210814162957868,126.410786,33.250337,"세븐일레븐 서귀포중문롯데점, 29-5, 중문관광로72번길, 서귀포시, 제주특별자치도, 63535, 대한민국"
46101369,20210814162958087,126.346051,33.299768,"한창로, 동광리, 서귀포시, 제주특별자치도, 63522, 대한민국"
461012cf,20210814162958102,126.491412,33.234574,"이어도로, 법환동, 서귀포시, 제주특별자치도, 63573, 대한민국"
46101369,20210814162958102,126.346051,33.299768,"한창로, 동광리, 서귀포시, 제주특별자치도, 63522, 대한민국"
461002d5,20210814162958352,126.483337,33.47427,"1100로, 노형동, 제주시, 제주특별자치도, 63087, 대한민국"
461006da,20210814162958368,126.204084,33.367392,"일주서로, 금등리, 제주시, 제주특별자치도, 63002, 대한민국"
461002db,20210814162958384,126.354159,33.354216,"월각로, 제주시, 제주특별자치도, 63038, 대한민국"
461002db,20210814162958384,126.354159,33.354216,"월각로, 제주시, 제주특별자치도, 63038, 대한민국"
46100283,20210814162958431,126.664601,33.469858,"번영로, 제주시, 제주특별자치도, 63343, 대한민국"
46100283,20210814162958446,126.664601,33.469858,"번영로, 제주시, 제주특별자치도, 63343, 대한민국"
46101334,20210814162958462,126.597057,33.488981,"카페봄봄, 524, 번영로, 봉개동, 제주시, 제주특별자치도, 63327, 대한민국"
46101334,20210814162958477,126.597057,33.488981,"카페봄봄, 524, 번영로, 봉개동, 제주시, 제주특별자치도, 63327, 대한민국"
461000ec,20210814162958509,126.492056,33.495889,"다호길, 도두이동, 제주시, 제주특별자치도, 63115, 대한민국"
461002e3,20210814162958743,126.80323,33.377077,"번영로, 하천리, 서귀포시, 제주특별자치도, 63635, 대한민국"
46100734,20210814162958884,126.410776,33.250334,"세븐일레븐 서귀포중문롯데점, 29-5, 중문관광로72번길, 서귀포시, 제주특별자치도, 63535, 대한민국"
46101369,20210814162959087,126.346136,33.299643,"한창로, 동광리, 서귀포시, 제주특별자치도, 63522, 대한민국"
46101369,20210814162959103,126.346136,33.299643,"한창로, 동광리, 서귀포시, 제주특별자치도, 63522, 대한민국"
461012cf,20210814162959118,126.49129,33.234562,"이어도로, 법환동, 서귀포시, 제주특별자치도, 63573, 대한민국"
461002d5,20210814162959353,126.48333,33.474266,"1100로, 노형동, 제주시, 제주특별자치도, 63087, 대한민국"
461002db,20210814162959384,126.354283,33.354126,"월각로, 제주시, 제주특별자치도, 63038, 대한민국"
461006da,20210814162959384,126.204223,33.367489,"일주서로, 판포리, 제주시, 제주특별자치도, 63002, 대한민국"
461002db,20210814162959446,126.354283,33.354126,"월각로, 제주시, 제주특별자치도, 63038, 대한민국"
46100283,20210814162959478,126.664818,33.469868,"번영로, 제주시, 제주특별자치도, 63343, 대한민국"
46100283,20210814162959478,126.664818,33.469868,"번영로, 제주시, 제주특별자치도, 63343, 대한민국"
46101334,20210814162959478,126.597058,33.488981,"카페봄봄, 524, 번영로, 봉개동, 제주시, 제주특별자치도, 63327, 대한민국"
46101334,20210814162959493,126.597058,33.488981,"카페봄봄, 524, 번영로, 봉개동, 제주시, 제주특별자치도, 63327, 대한민국"
461000ec,20210814162959525,126.492057,33.495889,"다호길, 도두이동, 제주시, 제주특별자치도, 63115, 대한민국"
461002e3,20210814162959775,126.803145,33.377136,"번영로, 하천리, 서귀포시, 제주특별자치도, 63635, 대한민국"
46100734,20210814162959900,126.410777,33.250334,"세븐일레븐 서귀포중문롯데점, 29-5, 중문관광로72번길, 서귀포시, 제주특별자치도, 63535, 대한민국"
46100734,20210814162959900,126.410777,33.250334,"세븐일레븐 서귀포중문롯데점, 29-5, 중문관광로72번길, 서귀포시, 제주특별자치도, 63535, 대한민국"
461002b1,20210814163000009,126.528835,33.481018,"스시테이카이센동, 440, 연북로, 제주시, 제주특별자치도, 63235, 대한민국"
46100301,20210814163000009,126.52745,33.492099,"연삼로, 도남동, 제주시, 제주특별자치도, 63205, 대한민국"
46100484,20210814163000009,126.396896,33.4827,"애월해안로, 하귀2리, 제주시, 제주특별자치도, 63051, 대한민국"
461004c2,20210814163000009,126.743179,33.279619,"남태해안로, 태흥리, 서귀포시, 제주특별자치도, 63621, 대한민국"
461004e5,20210814163000009,126.535846,33.496357,"연삼로, 도남동, 제주시, 제주특별자치도, 63205, 대한민국"
4610066e,20210814163000009,126.511008,33.248705,"대륜동주민센터, 9185, 일주동로, 서귀포시, 제주특별자치도, 63572, 대한민국"
461006f4,20210814163000009,126.296013,33.250474,"일주서로, 인성리, 서귀포시, 제주특별자치도, 63520, 대한민국"
46101168,20210814163000009,126.587906,33.299765,"돈내코로, 서귀포시, 제주특별자치도, 63603, 대한민국"
461012af,20210814163000009,126.488435,33.491161,"도령로, 제주시, 제주특별자치도, 63081, 대한민국"
4610014a,20210814163000025,126.566626,33.247594,"더끌림카페, 44, 명동로, 서귀동, 서귀포시, 제주특별자치도, 63591, 대한민국"
46100193,20210814163000025,126.362734,33.235236,"쉬멍놀멍, 49-5, 난드르로, 소기왓, 대평리, 서귀포시, 제주특별자치도, 63538, 대한민국"
4610032b,20210814163000025,126.374591,33.39152,"평화로, 제주시, 제주특별자치도, 63038, 대한민국"
461011cd,20210814163000025,126.369553,33.375348,"평화로, 제주시, 제주특별자치도, 63038, 대한민국"
4610197b,20210814163000025,126.607097,33.523772,"일주동로, 삼양일동, 신촌리, 제주시, 제주특별자치도, 63337, 대한민국"
461000b6,20210814163000040,126.489063,33.250483,"일주서로, 강정동, 서귀포시, 제주특별자치도, 63561, 대한민국"
461000c7,20210814163000040,126.48596,33.516673,"서해안로, 용담삼동, 제주시, 제주특별자치도, 63114, 대한민국"
46100107,20210814163000040,126.507402,33.500316,"서광로, 오라삼동, 제주시, 제주특별자치도, 63184, 대한민국"
46100107,20210814163000040,126.507402,33.500316,"서광로, 오라삼동, 제주시, 제주특별자치도, 63184, 대한민국"
4610032b,20210814163000040,126.374591,33.39152,"평화로, 제주시, 제주특별자치도, 63038, 대한민국"
46100467,20210814163000040,126.408117,33.484379,"일주서로, 하귀1리, 제주시, 제주특별자치도, 63051, 대한민국"
461004e5,20210814163000040,126.535846,33.496357,"연삼로, 도남동, 제주시, 제주특별자치도, 63205, 대한민국"
461010c5,20210814163000040,126.697662,33.318589,"중산간동로, 한남리, 서귀포시, 제주특별자치도, 63621, 대한민국"
46101193,20210814163000040,126.315722,33.303153,"신화역사로, 서광리, 서귀포시, 제주특별자치도, 63522, 대한민국"
46101203,20210814163000040,126.486357,33.502659,"도두이동, 제주시, 제주특별자치도, 63115, 대한민국"
4610179e,20210814163000040,126.317678,33.302721,"파크사이드다이닝(Parkside Dining), 89, Sinhwayeoksa-ro 304beon-gil, 서광리, 서귀포시, 제주특별자치도, 63522, 대한민국"
46101828,20210814163000040,126.593615,33.288197,"516로, 상효동, 서귀포시, 제주특별자치도, 63603, 대한민국"
461010b0,20210814163000056,126.500447,33.503426,"공항로1길, 용담이동, 제주시, 제주특별자치도, 63115, 대한민국"
46101132,20210814163000056,126.401271,33.261368,"일주서로, 색달동, 창천리, 서귀포시, 제주특별자치도, 63537, 대한민국"
46101787,20210814163000056,126.485037,33.463636,"1100로, 제주시, 제주특별자치도, 63142, 대한민국"
4610186c,20210814163000056,126.282827,33.42227,"한수풀로, 대림리, 제주시, 제주특별자치도, 63029, 대한민국"
46100226,20210814163000072,126.504855,33.502298,"월성로, 용담이동, 제주시, 제주특별자치도, 63161, 대한민국"
461004b5,20210814163000072,126.493498,33.506692,"제주국제공항, 2, 공항로, 제주시, 제주특별자치도, 63115, 대한민국"
461004b5,20210814163000072,126.493498,33.506692,"제주국제공항, 2, 공항로, 제주시, 제주특별자치도, 63115, 대한민국"
461005b9,20210814163000072,126.38418,33.40509,"평화로, 제주시, 제주특별자치도, 63038, 대한민국"
4610072d,20210814163000072,126.818311,33.54148,"일주동로, 행원리, 제주시, 제주특별자치도, 63360, 대한민국"
46100fa5,20210814163000072,126.505126,33.500093,"서광로, 오라삼동, 제주시, 제주특별자치도, 63184, 대한민국"
4610131e,20210814163000072,126.510169,33.5087,"용문로, 용담일동, 제주시, 제주특별자치도, 63161, 대한민국"
461018e5,20210814163000072,126.688401,33.280181,"일주동로, 남원리, 서귀포시, 제주특별자치도, 63610, 대한민국"
461001c0,20210814163000087,126.68452,33.540753,"일주동로, 북촌리, 제주시, 제주특별자치도, 63333, 대한민국"
4610023b,20210814163000087,126.444798,33.493497,"일주서로, 내도동, 현사마을, 제주시, 제주특별자치도, 63074, 대한민국"
461004a7,20210814163000087,126.337485,33.467087,"애월해안로, 고내리, 제주시, 제주특별자치도, 63044, 대한민국"
461004d9,20210814163000087,126.339063,33.452514,"애상로, 애월리, 제주시, 제주특별자치도, 63044, 대한민국"
461005b1,20210814163000087,126.435694,33.446967,"평화로, 광령리, 제주시, 제주특별자치도, 63062, 대한민국"
461005f2,20210814163000087,126.487654,33.451879,"제주시, 제주특별자치도, 63142, 대한민국"
4610066e,20210814163000087,126.511008,33.248705,"대륜동주민센터, 9185, 일주동로, 서귀포시, 제주특별자치도, 63572, 대한민국"
461007e7,20210814163000087,126.799779,33.464965,"중산간동로, 송당리, 제주시, 제주특별자치도, 63631, 대한민국"
46100fd8,20210814163000087,126.60212,33.260417,"1132번 자전거도로, 신효동, 서귀포시, 제주특별자치도, 63606, 대한민국"
46101126,20210814163000087,126.544084,33.25533,"일주동로, 호근동, 서귀포시, 제주특별자치도, 63571, 대한민국"
4610118d,20210814163000087,126.585265,33.267491,"중산간동로, 토평동, 서귀포시, 제주특별자치도, 63603, 대한민국"
461017e3,20210814163000087,126.475988,33.25241,"일주서로, 도순동, 서귀포시, 제주특별자치도, 63561, 대한민국"
461004b1,20210814163000103,126.509849,33.508232,"제주용담2동우편취급국, 150, 용문로, 용담이동, 제주시, 제주특별자치도, 63161, 대한민국"
46100525,20210814163000103,126.423711,33.242828,"제주부영호텔앤리조트, 222, 중문관광로, 서귀포시, 제주특별자치도, 63545, 대한민국"
461005b1,20210814163000103,126.435694,33.446967,"평화로, 광령리, 제주시, 제주특별자치도, 63062, 대한민국"
461005b1,20210814163000103,126.435694,33.446967,"평화로, 광령리, 제주시, 제주특별자치도, 63062, 대한민국"
46100ff1,20210814163000103,126.38499,33.240714,"횟집바다목장, 35, 논짓물로, 하예동, 서귀포시, 제주특별자치도, 63538, 대한민국"
4610116b,20210814163000103,126.529085,33.261371,"중산간동로, 호근동, 서귀포시, 제주특별자치도, 63566, 대한민국"
46101369,20210814163000103,126.34622,33.299515,"한창로, 동광리, 서귀포시, 제주특별자치도, 63522, 대한민국"
461001bb,20210814163000119,126.400163,33.481614,"일주서로, 하귀2리, 제주시, 제주특별자치도, 63051, 대한민국"
461005ce,20210814163000119,126.409103,33.484608,"일주서로, 하귀1리, 제주시, 제주특별자치도, 63051, 대한민국"
46100717,20210814163000119,126.741591,33.483706,"중산간동로, 덕천리, 제주시, 제주특별자치도, 대한민국"
4610121e,20210814163000119,126.282376,33.439509,"일주서로, 귀덕리, 제주시, 제주특별자치도, 63024, 대한민국"
46101307,20210814163000119,126.514839,33.509905,"용담로, 용담일동, 제주시, 제주특별자치도, 63153, 대한민국"
46101369,20210814163000119,126.34622,33.299515,"한창로, 동광리, 서귀포시, 제주특별자치도, 63522, 대한민국"
461017bf,20210814163000119,126.486365,33.499753,"공항서로, 도두이동, 제주시, 제주특별자치도, 63115, 대한민국"
461018b6,20210814163000119,126.920366,33.468725,"빅웨이브, 116, 한도로, 오조리, 서귀포시, 제주특별자치도, 63639, 대한민국"
46101943,20210814163000119,126.382889,33.264077,"일주서로, 색달동, 창천리, 서귀포시, 제주특별자치도, 63537, 대한민국"
4610195f,20210814163000119,126.812548,33.497486,"비자림로, 평대리, 제주시, 제주특별자치도, 63360, 대한민국"
46100578,20210814163000134,126.479239,33.498291,"제성1길, 도두이동, 제주시, 제주특별자치도, 63095, 대한민국"
46100619,20210814163000134,126.497179,33.261518,"중산간서로, 서귀포시, 제주특별자치도, 63565, 대한민국"
46100684,20210814163000134,126.835165,33.521422,"비자림로, 평대리, 제주시, 제주특별자치도, 63359, 대한민국"
46101015,20210814163000134,126.823304,33.43317,"금백조로, 수산리, 서귀포시, 제주특별자치도, 63631, 대한민국"
46101042,20210814163000134,126.810321,33.30855,"일주동로, 세화리, 서귀포시, 제주특별자치도, 63629, 대한민국"
461012cf,20210814163000134,126.491187,33.234554,"이어도로, 법환동, 서귀포시, 제주특별자치도, 63573, 대한민국"
461012ea,20210814163000134,126.456528,33.492789,"오광로, 이호이동, 현사마을, 제주시, 제주특별자치도, 63103, 대한민국"
461012fe,20210814163000134,126.339501,33.338923,"산록남로, 서귀포시, 제주특별자치도, 63522, 대한민국"
4610185c,20210814163000134,126.495829,33.518094,"사랑터울펜션, 서해안로, 용담삼동, 제주시, 제주특별자치도, 63114, 대한민국"
46100452,20210814163000150,126.438656,33.493903,"일주서로, 내도동, 현사마을, 제주시, 제주특별자치도, 63074, 대한민국"
46100fa5,20210814163000150,126.505126,33.500093,"서광로, 오라삼동, 제주시, 제주특별자치도, 63184, 대한민국"
46101040,20210814163000150,126.507012,33.493163,"연삼로, 오라삼동, 제주시, 제주특별자치도, 63148, 대한민국"
46101081,20210814163000150,126.919047,33.444616,"섭지코지로25번길, 신양리, 서귀포시, 제주특별자치도, 63640, 대한민국"
461010ed,20210814163000150,126.502781,33.514255,"용마서1길, 용담삼동, 제주시, 제주특별자치도, 63156, 대한민국"
4610119f,20210814163000150,126.280887,33.438686,"일주서로, 귀덕리, 제주시, 제주특별자치도, 63024, 대한민국"
4610127d,20210814163000150,126.562217,33.25013,"나르샤, 5, 중앙로62번길, 서귀동, 서귀포시, 제주특별자치도, 63590, 대한민국"
461017ef,20210814163000150,126.934984,33.468982,"더클라우드 호텔, 269-37, 한도로, 성산리, 서귀포시, 제주특별자치도, 63643, 대한민국"
461003e5,20210814163000165,126.920836,33.436863,"신양리, 서귀포시, 제주특별자치도, 63641, 대한민국"
4610179b,20210814163000165,126.374019,33.27787,"중산간서로, 상창리, 서귀포시, 제주특별자치도, 63537, 대한민국"
