oid,collection_dt,longitude,latitude,time,Diff,address
461000bf,20210814155500,126.920906,33.436152,2021-08-14 15:55:00,5905,"망고레이필리핀디저트카페, 102, 신양로, 신양리, 서귀포시, 제주특별자치도, 63641, 대한민국"
461000bf,20210814181000,126.92093,33.436151,2021-08-14 18:10:00,20361,"망고레이필리핀디저트카페, 102, 신양로, 신양리, 서귀포시, 제주특별자치도, 63641, 대한민국"
461000bf,20210815001300,126.920919,33.436148,2021-08-15 00:13:00,553929,"망고레이필리핀디저트카페, 102, 신양로, 신양리, 서귀포시, 제주특별자치도, 63641, 대한민국"
461000bf,20210821103400,126.345498,33.396498,2021-08-21 10:34:00,5732,"아르떼뮤지엄 ARTE MUSEUM, 478, 금가로, 상가리, 제주시, 제주특별자치도, 63038, 대한민국"
461000bf,20210821140400,126.934811,33.465906,2021-08-21 14:04:00,3268,"푸른제주, 256, 한도로, 성산리, 서귀포시, 제주특별자치도, 63643, 대한민국"
461000bf,20210821152630,126.916862,33.448476,2021-08-21 15:26:30,574380,"고성리, 서귀포시, 제주특별자치도, 63640, 대한민국"
461000bf,20210828070400,126.496503,33.504625,2021-08-28 07:04:00,3747,"제주국제공항입구, 공항로, 제주시, 제주특별자치도, 63115, 대한민국"
461000bf,20210828080630,126.496757,33.505035,2021-08-28 08:06:30,3030,"탐라 렌트카, 용문로, 용담이동, 제주시, 제주특별자치도, 63115, 대한민국"
461000bf,20210828090230,126.507533,33.512494,2021-08-28 09:02:30,3971,"제주조은의원, 성화로10길, 용담이동, 제주시, 제주특별자치도, 63156, 대한민국"
461000bf,20210828110800,126.454654,33.496746,2021-08-28 11:08:00,1520,"도리로, 이호이동, 현사마을, 제주시, 제주특별자치도, 63108, 대한민국"
461000bf,20210828131400,126.415827,33.244199,2021-08-28 13:14:00,4486,"퍼시픽랜드 4주차장, 154-17, 중문관광로, 서귀포시, 제주특별자치도, 63535, 대한민국"
461000bf,20210828151600,126.415543,33.244433,2021-08-28 15:16:00,13190,"퍼시픽랜드 4주차장, 154-17, 중문관광로, 서귀포시, 제주특별자치도, 63535, 대한민국"
461000bf,20210828204000,126.521696,33.51728,2021-08-28 20:40:00,4124,"중앙로2길, 탑동, 제주시, 제주특별자치도, 63165, 대한민국"
461000c1,20210807081830,126.497769,33.517245,2021-08-07 08:18:30,4481,"제주카페거리(어영마을), 제주시, 제주특별자치도, 63114, 대한민국"
461000c1,20210807105930,126.497694,33.517649,2021-08-07 10:59:30,605108,"제주카페거리(어영마을), 제주시, 제주특별자치도, 63114, 대한민국"
461000c1,20210814114900,126.925772,33.4333,2021-08-14 11:49:00,8093,"신양리, 서귀포시, 제주특별자치도, 63641, 대한민국"
461000c1,20210814155300,126.497731,33.517617,2021-08-14 15:53:00,586529,"제주카페거리(어영마을), 제주시, 제주특별자치도, 63114, 대한민국"
461000c1,20210821104930,126.497715,33.517747,2021-08-21 10:49:30,5784,"제주카페거리(어영마을), 제주시, 제주특별자치도, 63114, 대한민국"
461000c1,20210821130930,126.497653,33.517664,2021-08-21 13:09:30,584190,"제주카페거리(어영마을), 제주시, 제주특별자치도, 63114, 대한민국"
461000c1,20210828073900,126.497467,33.517983,2021-08-28 07:39:00,2488,"제주카페거리(어영마을), 제주시, 제주특별자치도, 63114, 대한민국"
461000c1,20210828094400,126.497707,33.517727,2021-08-28 09:44:00,26787,"제주카페거리(어영마을), 제주시, 제주특별자치도, 63114, 대한민국"
461000c1,20210828172630,126.321706,33.459847,2021-08-28 17:26:30,1321,"애원로, 애월리, 제주시, 제주특별자치도, 63043, 대한민국"
461000c1,20210828182630,126.303729,33.448917,2021-08-28 18:26:30,1835,"곽지1길, 곽지리, 제주시, 제주특별자치도, 63034, 대한민국"
461000c1,20210828190630,126.309234,33.456363,2021-08-28 19:06:30,4977,"일주서로, 곽지리, 제주시, 제주특별자치도, 63034, 대한민국"
461000c3,20210807080930,126.348587,33.472876,2021-08-07 08:09:30,3030,"남또리횟집, 384, 애월해안로, 애월읍, 제주시, 제주특별자치도, 63046, 대한민국"
461000c3,20210807091000,126.312894,33.46294,2021-08-07 09:10:00,17880,"애월리, 제주시, 제주특별자치도, 63043, 대한민국"
461000c3,20210807152530,126.316782,33.303812,2021-08-07 15:25:30,3451,"신화역사로, 서광리, 서귀포시, 제주특별자치도, 63522, 대한민국"
461000c3,20210807184400,126.312734,33.462852,2021-08-07 18:44:00,568620,"한담동, 애월로, 애월리, 제주시, 제주특별자치도, 63043, 대한민국"
461000c3,20210814084130,126.495943,33.518197,2021-08-14 08:41:30,1680,"제주카페거리(어영마을), 제주시, 제주특별자치도, 63114, 대한민국"
461000c3,20210814091000,126.497843,33.517269,2021-08-14 09:10:00,15120,"제주카페거리(어영마을), 제주시, 제주특별자치도, 63114, 대한민국"
461000c3,20210814133900,126.526312,33.514171,2021-08-14 13:39:00,1395,"칠성로상점가(제주시 활성화 구역 내), 12, 관덕로13길, 일도일동, 제주시, 제주특별자치도, 63277, 대한민국"
461000c3,20210814151400,126.298018,33.418814,2021-08-14 15:14:00,2070,"중산간서로, 제주시, 제주특별자치도, 63024, 대한민국"
461000c3,20210814160030,126.32839,33.347662,2021-08-14 16:00:30,2310,"우유부단, 산록남로, 제주시, 제주특별자치도, 63522, 대한민국"
461000c3,20210814175000,126.262914,33.416685,2021-08-14 17:50:00,3690,"다다식당, 0641796-1758, 한림해안로, 옹포리, 제주시, 제주특별자치도, 63012, 대한민국"
461000c3,20210814190230,126.298069,33.418776,2021-08-14 19:02:30,571410,"중산간서로, 제주시, 제주특별자치도, 63024, 대한민국"
461000c3,20210821100100,126.216512,33.37924,2021-08-21 10:01:00,1650,"월령리, 제주시, 제주특별자치도, 63011, 대한민국"
461000c3,20210821121800,126.898847,33.440086,2021-08-21 12:18:00,4117,"정성식당, 1237, 서성일로, 성산읍, 서귀포시, 제주특별자치도, 63641, 대한민국"
461000c3,20210821140230,126.93345,33.461177,2021-08-21 14:02:30,2280,"경미네집, 259, 일출로, 성산리, 서귀포시, 제주특별자치도, 63643, 대한민국"
461000c3,20210821144430,126.93547,33.463907,2021-08-21 14:44:30,1440,"성산리, 서귀포시, 제주특별자치도, 63643, 대한민국"
461000c3,20210821170030,126.56662,33.247441,2021-08-21 17:00:30,576570,"46, 정방로, 서귀동, 서귀포시, 제주특별자치도, 63595, 대한민국"
461000c3,20210828091900,126.935776,33.462514,2021-08-28 09:19:00,1916,"일출로, 성산리, 서귀포시, 제주특별자치도, 63643, 대한민국"
461000c3,20210828102430,126.77156,33.529148,2021-08-28 10:24:30,4170,"만장굴길, 제주시, 제주특별자치도, 63358, 대한민국"
461000c3,20210828120300,126.811085,33.491145,2021-08-28 12:03:00,4110,"비자림 청소년 수련원, 비자숲길, 구좌읍, 제주시, 제주특별자치도, 대한민국"
461000c3,20210828134330,126.756453,33.556092,2021-08-28 13:43:30,2970,"김녕로, 김녕리, 제주시, 제주특별자치도, 63357, 대한민국"
461000c3,20210828145300,126.669367,33.541361,2021-08-28 14:53:00,4823,"함덕해수욕장 주차장, 함덕로, 함덕리, 제주시, 제주특별자치도, 63333, 대한민국"
461000c3,20210828164500,126.62954,33.440031,2021-08-28 16:45:00,5040,"제주절물자연휴양림, 명림로, 제주시, 제주특별자치도, 63327, 대한민국"
461000c3,20210828190100,126.497737,33.517546,2021-08-28 19:01:00,1650,"제주카페거리(어영마을), 제주시, 제주특별자치도, 63114, 대한민국"
461000c4,20210807103500,126.486359,33.502696,2021-08-07 10:35:00,5380,"도두이동, 제주시, 제주특별자치도, 63115, 대한민국"
461000c4,20210807122400,126.473262,33.479432,2021-08-07 12:24:00,3990,"늘봄 흑돼지 (제주도 맛집), 2343-3, 한라대학로, 노형동, 제주시, 제주특별자치도, 63103, 대한민국"
461000c4,20210807134100,126.48614,33.486946,2021-08-07 13:41:00,2040,"제원3길, 제주시, 제주특별자치도, 63081, 대한민국"
461000c4,20210807143230,126.52178,33.509982,2021-08-07 14:32:30,3630,"남성로23길, 삼도일동, 제주시, 제주특별자치도, 63169, 대한민국"
461000c4,20210807160400,126.448276,33.497976,2021-08-07 16:04:00,7781,"태우해안로, 이호이동, 현사마을, 제주시, 제주특별자치도, 63074, 대한민국"
461000c4,20210807183230,126.486312,33.486314,2021-08-07 18:32:30,5670,"제원3길, 제주시, 제주특별자치도, 63081, 대한민국"
461000c4,20210807201400,126.480196,33.485112,2021-08-07 20:14:00,3600,"E-Mart, 노형14길, 제주시, 제주특별자치도, 63083, 대한민국"
461000c4,20210807211530,126.486114,33.486385,2021-08-07 21:15:30,567149,"원노형9길, 제주시, 제주특별자치도, 63081, 대한민국"
461000c4,20210814113900,126.933089,33.461079,2021-08-14 11:39:00,3165,"제주뚝배기, 255, 일출로, 성산리, 서귀포시, 제주특별자치도, 63643, 대한민국"
461000c4,20210814134600,126.921181,33.4367,2021-08-14 13:46:00,4247,"신양리, 서귀포시, 제주특별자치도, 63641, 대한민국"
461000c4,20210814154600,126.919275,33.445181,2021-08-14 15:46:00,6930,"섭지코지로25번길, 신양리, 서귀포시, 제주특별자치도, 63640, 대한민국"
461000c4,20210814181730,126.873765,33.373937,2021-08-14 18:17:30,579071,"신산리, 서귀포시, 제주특별자치도, 63634, 대한민국"
461000c4,20210821112930,126.793189,33.559372,2021-08-21 11:29:30,1991,"해맞이해안로, 월정리, 제주시, 제주특별자치도, 63358, 대한민국"
461000c4,20210821121000,126.790766,33.553117,2021-08-21 12:10:00,2910,"월정리, 제주시, 제주특별자치도, 63358, 대한민국"
461000c4,20210821130700,126.794782,33.533089,2021-08-21 13:07:00,12486,"덕행로, 행원리, 제주시, 제주특별자치도, 63358, 대한민국"
461000c4,20210821173230,126.585856,33.508015,2021-08-21 17:32:30,5885,"도련일동, 제주시, 제주특별자치도, 63303, 대한민국"
461000c4,20210821194030,126.488897,33.470387,2021-08-21 19:40:30,2796,"연동, 제주시, 제주특별자치도, 63142, 대한민국"
461000c4,20210821212100,126.794783,33.533091,2021-08-21 21:21:00,5060,"덕행로, 행원리, 제주시, 제주특별자치도, 63358, 대한민국"
461000c4,20210821225300,126.795292,33.556049,2021-08-21 22:53:00,2101,"월정리, 제주시, 제주특별자치도, 63358, 대한민국"
461000c4,20210821233730,126.794791,33.533092,2021-08-21 23:37:30,553554,"덕행로, 행원리, 제주시, 제주특별자치도, 63358, 대한민국"
461000c4,20210828094300,126.811048,33.556843,2021-08-28 09:43:00,3401,"해맞이해안로, 제주시, 제주특별자치도, 63358, 대한민국"
461000c4,20210828104100,126.805559,33.556969,2021-08-28 10:41:00,3840,"올레길 20, 제주시, 제주특별자치도, 63358, 대한민국"
461000c4,20210828121221,126.912744,33.503609,2021-08-28 12:12:21,1916,"해맞이해안로, 하도리, 제주시, 제주특별자치도, 63639, 대한민국"
461000c4,20210828130530,126.900946,33.489676,2021-08-28 13:05:30,1782,"제주시, 제주특별자치도, 63639, 대한민국"
461000c4,20210828134530,126.933833,33.472011,2021-08-28 13:45:30,12741,"성산리, 서귀포시, 제주특별자치도, 63643, 대한민국"
461000c4,20210828175230,126.805648,33.556499,2021-08-28 17:52:30,3875,"해난디아장 카페, 564, 해맞이해안로, 월정리, 제주시, 제주특별자치도, 63358, 대한민국"
461000c6,20210807080230,126.496388,33.518294,2021-08-07 08:02:30,1800,"제주카페거리(어영마을), 제주시, 제주특별자치도, 63114, 대한민국"
461000c6,20210807093900,126.50233,33.517246,2021-08-07 09:39:00,2340,"서해안로, 용담삼동, 제주시, 제주특별자치도, 63114, 대한민국"
461000c6,20210807105730,126.755961,33.453638,2021-08-07 10:57:30,22800,"비자림로, 제주시, 제주특별자치도, 대한민국"
461000c6,20210807184430,126.557434,33.249451,2021-08-07 18:44:30,569580,"고미횟집, 46, 서문로, 서귀동, 서귀포시, 제주특별자치도, 63592, 대한민국"
461000c6,20210814090930,126.582215,33.260566,2021-08-14 09:09:30,2130,"516로, 토평동, 서귀포시, 제주특별자치도, 63603, 대한민국"
461000c6,20210814105030,126.806549,33.556497,2021-08-14 10:50:30,3330,"해맞이해안로, 월정리, 제주시, 제주특별자치도, 63358, 대한민국"
461000c6,20210814134930,126.495949,33.518291,2021-08-14 13:49:30,5820,"제주카페거리(어영마을), 제주시, 제주특별자치도, 63114, 대한민국"
461000c6,20210814160300,126.519826,33.511409,2021-08-14 16:03:00,9900,"용담일동, 제주시, 제주특별자치도, 63168, 대한민국"
461000c6,20210814201230,126.264346,33.233915,2021-08-14 20:12:30,1950,"하나로마트, 일주서로2498번길, 대정읍, 상모리, 서귀포시, 제주특별자치도, 63510, 대한민국"
461000c7,20210807153800,126.31876,33.23885,2021-08-07 15:38:00,3609,"Jeju Olle Trail Route 10 Hwasun moseulpo, 화순리, 사계리, 서귀포시, 제주특별자치도, 63528, 대한민국"
461000c7,20210807174930,126.427737,33.257045,2021-08-07 17:49:30,3304,"중문상로, 중문동, 서귀포시, 제주특별자치도, 63545, 대한민국"
461000c7,20210807191830,126.562039,33.249769,2021-08-07 19:18:30,4350,"메가커피서귀포중앙점, 56, 중앙로, 서귀동, 서귀포시, 제주특별자치도, 63591, 대한민국"
461000c7,20210807205700,126.702973,33.273938,2021-08-07 20:57:00,556500,"금호 제주 리조트, 태위로510번길, 남원리, 서귀포시, 제주특별자치도, 63621, 대한민국"
461000c7,20210814073700,126.664249,33.542966,2021-08-14 07:37:00,1403,"함덕리, 제주시, 제주특별자치도, 63333, 대한민국"
461000c7,20210814080930,126.668869,33.542596,2021-08-14 08:09:30,3625,"조함해안로, 함덕리, 제주시, 제주특별자치도, 63333, 대한민국"
461000c7,20210814091330,126.656461,33.547677,2021-08-14 09:13:30,6516,"신흥리, 제주시, 제주특별자치도, 63332, 대한민국"
461000c7,20210814113930,126.771716,33.52988,2021-08-14 11:39:30,5220,"만장굴길, 제주시, 제주특별자치도, 63358, 대한민국"
461000c7,20210814133930,126.617186,33.502828,2021-08-14 13:39:30,2871,"회천동, 제주시, 제주특별자치도, 63327, 대한민국"
461000c7,20210814151400,126.526516,33.511036,2021-08-14 15:14:00,2157,"동문로2길, 일도일동, 제주시, 제주특별자치도, 63192, 대한민국"
461000c8,20210807124000,126.538064,33.502549,2021-08-07 12:40:00,8334,"예소담, 064-752-8882, 천수로, 일도이동, 제주시, 제주특별자치도, 63254, 대한민국"
461000c8,20210807150600,126.497878,33.517487,2021-08-07 15:06:00,8722,"제주카페거리(어영마을), 제주시, 제주특별자치도, 63114, 대한민국"
461000c8,20210807185330,126.562592,33.245686,2021-08-07 18:53:30,573489,"돌샘호프, 20, 태평로371번길, 서귀동, 서귀포시, 제주특별자치도, 63595, 대한민국"
461000c8,20210814104930,126.352913,33.473929,2021-08-14 10:49:30,6585,"애월해안로, 고내리, 제주시, 제주특별자치도, 63046, 대한민국"
461000c8,20210814130830,126.469487,33.504046,2021-08-14 13:08:30,3088,"도두일동, 제주시, 제주특별자치도, 63112, 대한민국"
461000c8,20210814143200,126.34038,33.467059,2021-08-14 14:32:00,2550,"고내리, 제주시, 제주특별자치도, 63046, 대한민국"
461000c8,20210814152730,126.31035,33.463172,2021-08-14 15:27:30,5717,"애월로, 애월리, 제주시, 제주특별자치도, 63043, 대한민국"
461000c8,20210814172630,126.377936,33.484068,2021-08-14 17:26:30,2386,"애월해안로, 구엄리, 제주시, 제주특별자치도, 63049, 대한민국"
461000c8,20210814181230,126.352938,33.473927,2021-08-14 18:12:30,572909,"애월해안로, 고내리, 제주시, 제주특별자치도, 63046, 대한민국"
461000c8,20210821094800,126.433566,33.488258,2021-08-21 09:48:00,2157,"우정로15길, 외도일동, 제주시, 제주특별자치도, 63070, 대한민국"
461000c8,20210821115200,126.385349,33.264092,2021-08-21 11:52:00,4564,"상예동, 서귀포시, 제주특별자치도, 63537, 대한민국"
461000c8,20210821132400,126.423424,33.241007,2021-08-21 13:24:00,1746,"ICC제주국제컨벤션센터주차장, 올레길 8코스(월평-대평 올레), 월평동, 서귀포시, 제주특별자치도, 63535, 대한민국"
461000c8,20210821144400,126.280672,33.442252,2021-08-21 14:44:00,2028,"한림해안로, 수원리, 제주시, 제주특별자치도, 63024, 대한민국"
461000c8,20210821155330,126.393241,33.484244,2021-08-21 15:53:30,1878,"애월해안로, 하귀2리, 제주시, 제주특별자치도, 63051, 대한민국"
461000c8,20210821172230,126.661886,33.545905,2021-08-21 17:22:30,3518,"조함해안로, 함덕리, 제주시, 제주특별자치도, 63333, 대한민국"
461000c8,20210821191130,126.526747,33.51042,2021-08-21 19:11:30,2022,"동문로2길, 일도일동, 제주시, 제주특별자치도, 63193, 대한민국"
461000c8,20210821202830,126.393267,33.484237,2021-08-21 20:28:30,564840,"애월해안로, 하귀2리, 제주시, 제주특별자치도, 63051, 대한민국"
461000c8,20210828095200,126.497742,33.517582,2021-08-28 09:52:00,20584,"제주카페거리(어영마을), 제주시, 제주특별자치도, 63114, 대한민국"
461000c8,20210828160100,126.249413,33.399906,2021-08-28 16:01:00,3190,"한림로, 옹포리, 제주시, 제주특별자치도, 63011, 대한민국"
461000c8,20210828173500,126.251154,33.401972,2021-08-28 17:35:00,1788,"올레길 14 (Ollegil 14), 옹포리, 제주시, 제주특별자치도, 63012, 대한민국"
461000c8,20210828210400,126.925898,33.42808,2021-08-28 21:04:00,5252,"섭지코지로, 신양리, 서귀포시, 제주특별자치도, 63641, 대한민국"
461000ce,20210807130800,126.641119,33.264991,2021-08-07 13:08:00,1347,"바다나비, 71-1, 공천포로, 서귀포시, 제주특별자치도, 63611, 대한민국"
461000ce,20210807133430,126.639624,33.259238,2021-08-07 13:34:30,3309,"하례망장포로, 서귀포시, 제주특별자치도, 63606, 대한민국"
461000ce,20210807143400,126.639731,33.259186,2021-08-07 14:34:00,1448,"하례망장포로, 서귀포시, 제주특별자치도, 63606, 대한민국"
461000ce,20210807150700,126.641789,33.265835,2021-08-07 15:07:00,1347,"유나카페, 81, 공천포로, 서귀포시, 제주특별자치도, 63611, 대한민국"
461000ce,20210807165030,126.355104,33.470713,2021-08-07 16:50:30,13517,"신엄리, 제주시, 제주특별자치도, 63046, 대한민국"
461000ce,20210807212200,126.348743,33.472891,2021-08-07 21:22:00,1860,"남또리횟집, 384, 애월해안로, 애월읍, 제주시, 제주특별자치도, 63046, 대한민국"
461000ce,20210807220230,126.354937,33.47076,2021-08-07 22:02:30,569621,"신엄리, 제주시, 제주특별자치도, 63046, 대한민국"
461000ce,20210814122730,126.519875,33.511221,2021-08-14 12:27:30,7583,"용담일동, 제주시, 제주특별자치도, 63168, 대한민국"
461000ce,20210814154830,126.333448,33.309991,2021-08-14 15:48:30,6510,"신화역사로, 서광리, 서귀포시, 제주특별자치도, 63522, 대한민국"
461000ce,20210814181500,126.299422,33.225042,2021-08-14 18:15:00,1821,"산계원식당, 80, 형제해안로, 사계리, 서귀포시, 제주특별자치도, 63528, 대한민국"
461000ce,20210814191300,126.318879,33.238995,2021-08-14 19:13:00,4328,"산바다레저공원, 141, 산방로, 화순리, 사계리, 서귀포시, 제주특별자치도, 63530, 대한민국"
461000ce,20210814211900,126.490964,33.489174,2021-08-14 21:19:00,557779,"공영주차장, 은남1길, 제주시, 제주특별자치도, 63125, 대한민국"
461000ce,20210821094530,126.502943,33.510564,2021-08-21 09:45:30,2098,"용해로, 용담이동, 제주시, 제주특별자치도, 63161, 대한민국"
461000ce,20210821104100,126.502686,33.510485,2021-08-21 10:41:00,18729,"용해로, 용담이동, 제주시, 제주특별자치도, 63161, 대한민국"
461000ce,20210821170400,126.401716,33.254852,2021-08-21 17:04:00,9150,"올레길 8코스(월평-대평 올레), 색달동, 소기왓, 대평리, 서귀포시, 제주특별자치도, 63538, 대한민국"
461000ce,20210821194730,126.415213,33.24521,2021-08-21 19:47:30,4532,"퍼시픽랜드 1주차장, 154-17, 중문관광로, 서귀포시, 제주특별자치도, 63535, 대한민국"
461000ce,20210821211800,126.402651,33.255591,2021-08-21 21:18:00,564124,"파노라마, 542, 예래해안로, 서귀포시, 제주특별자치도, 63537, 대한민국"
461000ce,20210828100800,126.502641,33.510497,2021-08-28 10:08:00,3124,"용해로, 용담이동, 제주시, 제주특별자치도, 63161, 대한민국"
461000ce,20210828113330,126.549577,33.475418,2021-08-28 11:33:30,4489,"인다3길, 아라이동, 제주시, 제주특별자치도, 63249, 대한민국"
461000ce,20210828140500,126.51567,33.237351,2021-08-28 14:05:00,12772,"놀멍걸으멍쉬멍, 9-1, Jeju Olle 7, 법환동, 서귀포시, 제주특별자치도, 63573, 대한민국"
461000ce,20210828181930,126.563262,33.250468,2021-08-28 18:19:30,4650,"마리식당, 중앙로62번길, 서귀동, 서귀포시, 제주특별자치도, 63590, 대한민국"
461000cf,20210814142000,126.492363,33.496065,2021-08-14 14:20:00,5736,"도령로, 제주시, 제주특별자치도, 63125, 대한민국"
461000cf,20210814171900,126.310314,33.458421,2021-08-14 17:19:00,5209,"일주서로, 곽지리, 제주시, 제주특별자치도, 63034, 대한민국"
461000cf,20210814213930,126.371758,33.477816,2021-08-14 21:39:30,4016,"구엄리, 제주시, 제주특별자치도, 63049, 대한민국"
461000cf,20210814225630,126.371761,33.477801,2021-08-14 22:56:30,559314,"구엄리, 제주시, 제주특별자치도, 63049, 대한민국"
461000cf,20210821101900,126.248132,33.395569,2021-08-21 10:19:00,15864,"협재리, 제주시, 제주특별자치도, 63011, 대한민국"
461000cf,20210821160230,126.302033,33.448054,2021-08-21 16:02:30,3108,"금성리, 제주시, 제주특별자치도, 63034, 대한민국"
461000cf,20210821165730,126.305033,33.449683,2021-08-21 16:57:30,1839,"곽지리, 제주시, 제주특별자치도, 63034, 대한민국"
461000cf,20210821180900,126.248115,33.395563,2021-08-21 18:09:00,570874,"협재리, 제주시, 제주특별자치도, 63011, 대한민국"
461000cf,20210828090900,126.492217,33.496102,2021-08-28 09:09:00,16830,"다호길, 도두이동, 제주시, 제주특별자치도, 63115, 대한민국"
461000cf,20210828141100,126.492686,33.496164,2021-08-28 14:11:00,6512,"도령로, 제주시, 제주특별자치도, 63125, 대한민국"
461000d6,20210807083030,126.492925,33.496073,2021-08-07 08:30:30,19923,"도령로, 제주시, 제주특별자치도, 63125, 대한민국"
461000d6,20210807142100,126.488778,33.48542,2021-08-07 14:21:00,1590,"연동6길, 제주시, 제주특별자치도, 63131, 대한민국"
461000d6,20210807145800,126.496915,33.481532,2021-08-07 14:58:00,1886,"연북로, 연동, 제주시, 제주특별자치도, 63136, 대한민국"
461000d6,20210807165130,126.560116,33.24448,2021-08-07 16:51:30,1898,"남성중로, 서귀동, 서귀포시, 제주특별자치도, 63592, 대한민국"
461000d6,20210807172900,126.573917,33.244508,2021-08-07 17:29:00,6253,"정방폭포 주차장, 칠십리로214번길, 서귀동, 서귀포시, 제주특별자치도, 63596, 대한민국"
461000d6,20210807192430,126.50789,33.516283,2021-08-07 19:24:30,1262,"용출횟집, 660, 서해안로, 용담삼동, 제주시, 제주특별자치도, 63114, 대한민국"
461000d6,20210807194730,126.507432,33.516332,2021-08-07 19:47:30,3530,"용출횟집, 660, 서해안로, 용담삼동, 제주시, 제주특별자치도, 63114, 대한민국"
461000d6,20210807210400,126.48922,33.485114,2021-08-07 21:04:00,558303,"연동6길, 제주시, 제주특별자치도, 63131, 대한민국"
461000d6,20210814085030,126.666431,33.542241,2021-08-14 08:50:30,2576,"함덕리, 제주시, 제주특별자치도, 63333, 대한민국"
461000d6,20210814100030,126.792361,33.555714,2021-08-14 10:00:30,3489,"월정리, 제주시, 제주특별자치도, 63358, 대한민국"
461000d6,20210814113230,126.898915,33.439893,2021-08-14 11:32:30,3233,"제주커피박물관, 89-17, 서성일로1168번길, 성산읍, 서귀포시, 제주특별자치도, 63641, 대한민국"
461000d6,20210814124230,126.934857,33.461907,2021-08-14 12:42:30,2059,"일출로, 성산리, 서귀포시, 제주특별자치도, 63643, 대한민국"
461000d9,20210807184100,126.492457,33.496186,2021-08-07 18:41:00,1980,"도령로, 제주시, 제주특별자치도, 63125, 대한민국"
461000d9,20210807191400,126.492806,33.496129,2021-08-07 19:14:00,576793,"도령로, 제주시, 제주특별자치도, 63125, 대한민국"
461000d9,20210814125030,126.573603,33.245127,2021-08-14 12:50:30,2493,"훼미리마트, 칠십리로214번길, 서귀포시, 제주특별자치도, 63596, 대한민국"
461000d9,20210814145430,126.355181,33.281611,2021-08-14 14:54:30,2310,"중산간서로, 상창리, 서귀포시, 제주특별자치도, 63522, 대한민국"
461000d9,20210814154830,126.385522,33.319153,2021-08-14 15:48:30,3855,"레오나르도다빈치박물관(다빈치뮤지엄), 산록남로, 광평리, 서귀포시, 제주특별자치도, 63551, 대한민국"
461000d9,20210814171700,126.25112,33.219334,2021-08-14 17:17:00,3113,"덕승식당, 하모항구로, 대정읍, 서귀포시, 제주특별자치도, 63507, 대한민국"
461000d9,20210814214100,126.897793,33.512807,2021-08-14 21:41:00,566310,"하도리, 제주시, 제주특별자치도, 63362, 대한민국"
461000d9,20210821110530,126.560308,33.244606,2021-08-21 11:05:30,6649,"남성중로, 서귀동, 서귀포시, 제주특별자치도, 63592, 대한민국"
461000d9,20210821134700,126.425979,33.238383,2021-08-21 13:47:00,2763,"중문관광단지 주차장4, 이어도로, 서귀포시, 제주특별자치도, 63545, 대한민국"
461000d9,20210821150830,126.567427,33.245105,2021-08-21 15:08:30,587820,"소암기념관, 소암로, 서귀동, 서귀포시, 제주특별자치도, 63596, 대한민국"
461000d9,20210828110700,126.385374,33.243096,2021-08-28 11:07:00,2610,"더이칠하나, 271, 예래로, 하예동, 소기왓, 대평리, 서귀포시, 제주특별자치도, 63537, 대한민국"
461000d9,20210828122500,126.377485,33.232673,2021-08-28 12:25:00,2532,"예래해안로, 하예동, 소기왓, 대평리, 서귀포시, 제주특별자치도, 63537, 대한민국"
461000d9,20210828134600,126.377513,33.232378,2021-08-28 13:46:00,3385,"예래해안로, 하예동, 소기왓, 대평리, 서귀포시, 제주특별자치도, 63537, 대한민국"
461000d9,20210828152300,126.377315,33.23282,2021-08-28 15:23:00,1694,"예래해안로, 하예동, 소기왓, 대평리, 서귀포시, 제주특별자치도, 63537, 대한민국"
461000d9,20210828164300,126.583325,33.244213,2021-08-28 16:43:00,1599,"검은여로, 서귀포시, 제주특별자치도, 63596, 대한민국"
461000db,20210814114200,126.572925,33.267079,2021-08-14 11:42:00,2572,"오일장어머니식당, 150, 토평서로11번길, 동홍동, 서귀포시, 제주특별자치도, 63588, 대한민국"
461000db,20210814135430,126.715514,33.552768,2021-08-14 13:54:30,2818,"동복로, 동복리, 제주시, 제주특별자치도, 63357, 대한민국"
461000db,20210814144430,126.709784,33.55348,2021-08-14 14:44:30,2001,"동복로, 동복리, 제주시, 제주특별자치도, 63357, 대한민국"
461000db,20210814161530,126.470493,33.507753,2021-08-14 16:15:30,6156,"KHÁCH SẠN JEJU, 서해안로, 도두일동, 제주시, 제주특별자치도, 63112, 대한민국"
461000db,20210814183630,126.468317,33.488003,2021-08-14 18:36:30,1861,"제주시, 제주특별자치도, 63103, 대한민국"
461000dd,20210807094330,126.81094,33.491256,2021-08-07 09:43:30,3148,"비자림 청소년 수련원, 비자숲길, 구좌읍, 제주시, 제주특별자치도, 대한민국"
461000dd,20210807103830,126.810575,33.4929,2021-08-07 10:38:30,1620,"비자숲길, 구좌읍, 제주시, 제주특별자치도, 대한민국"
461000dd,20210807113200,126.935127,33.461918,2021-08-07 11:32:00,1710,"일출로, 성산리, 서귀포시, 제주특별자치도, 63643, 대한민국"
461000dd,20210807120230,126.923318,33.468785,2021-08-07 12:02:30,20577,"오쿠치나, 137, 한도로, 오조리, 서귀포시, 제주특별자치도, 63639, 대한민국"
461000dd,20210807180100,126.916741,33.448473,2021-08-07 18:01:00,4110,"고성리, 서귀포시, 제주특별자치도, 63640, 대한민국"
